Z,Y,X,Red,Green,Blue,Size
11,198,58,55,63,66,1
11,198,59,67,75,83,1
11,198,60,88,90,93,1
11,198,61,95,94,90,1
11,198,62,80,77,74,1
11,198,63,71,64,55,1
11,198,186,52,56,61,1
11,198,187,67,68,74,1
11,198,188,81,80,90,1
11,198,189,86,84,85,1
11,198,190,78,79,75,1
11,198,191,71,59,49,1
11,198,314,47,52,57,1
11,198,315,62,66,64,1
11,198,316,73,76,77,1
11,198,317,73,77,75,1
11,198,318,71,73,70,1
11,198,319,61,52,45,1
11,199,58,41,47,53,1
11,199,59,59,61,63,1
11,199,60,67,64,65,1
11,199,61,71,76,76,1
11,199,62,71,68,68,1
11,199,63,61,53,41,1
11,199,187,53,55,59,1
11,199,188,66,66,68,1
11,199,189,74,80,82,1
11,199,190,75,64,59,1
11,199,191,54,45,40,1
11,199,315,42,51,57,1
11,199,316,61,66,67,1
11,199,317,74,74,69,1
11,199,318,65,61,55,1
11,200,60,48,57,57,1
11,200,61,59,60,56,1
11,200,62,55,53,46,1
11,200,189,44,48,52,1
11,200,190,53,50,44,1
11,303,194,54,54,56,1
11,303,195,57,59,59,1
11,303,196,51,49,44,1
11,303,322,57,61,68,1
11,303,323,71,74,73,1
11,303,324,63,59,52,1
11,304,65,43,51,54,1
11,304,66,58,70,75,1
11,304,67,76,81,74,1
11,304,68,68,64,59,1
11,304,193,52,61,65,1
11,304,194,70,78,80,1
11,304,195,81,87,88,1
11,304,196,82,75,72,1
11,304,197,62,57,55,1
11,304,321,53,64,67,1
11,304,322,73,80,84,1
11,304,323,87,90,96,1
11,304,324,87,77,80,1
11,304,325,85,82,73,1
11,304,326,64,58,47,1
11,305,65,55,65,68,1
11,305,66,71,79,85,1
11,305,67,85,86,87,1
11,305,68,84,83,83,1
11,305,69,96,98,88,1
11,305,70,79,68,57,1
11,305,193,60,73,79,1
11,305,194,79,87,92,1
11,305,195,88,86,84,1
11,305,196,80,86,95,1
11,305,197,99,101,94,1
11,305,198,94,86,69,1
11,305,199,55,45,39,1
11,305,320,42,46,52,1
11,305,321,67,78,89,1
11,305,322,88,88,95,1
11,305,323,85,83,91,1
11,305,324,91,84,95,1
11,305,325,101,106,105,1
11,305,326,109,98,79,1
11,305,327,70,61,50,1
11,306,64,42,48,58,1
11,306,65,71,79,92,1
11,306,66,90,87,89,1
11,306,67,85,85,98,1
11,306,68,95,84,89,1
11,306,69,106,107,105,1
11,306,70,108,100,88,1
11,306,71,81,72,64,1
11,306,72,55,43,35,1
11,306,190,50,50,54,1
11,306,191,53,51,48,1
11,306,192,48,55,60,1
11,306,193,72,86,105,1
11,306,194,102,86,94,1
11,306,195,99,95,99,1
11,306,196,101,100,99,1
11,306,197,106,107,101,1
11,306,198,103,102,99,1
11,306,199,96,87,76,1
11,306,200,63,52,42,1
11,306,317,44,47,51,1
11,306,318,48,51,61,1
11,306,319,59,54,54,1
11,306,320,53,60,60,1
11,306,321,72,90,106,1
11,306,322,103,87,93,1
11,306,323,104,103,108,1
11,306,324,109,106,107,1
11,306,325,107,100,91,1
11,306,326,94,94,94,1
11,306,327,94,96,87,1
11,306,328,70,60,51,1
11,307,61,49,51,52,1
11,307,62,47,52,62,1
11,307,63,64,58,52,1
11,307,64,49,55,58,1
11,307,65,71,89,102,1
11,307,66,99,90,92,1
11,307,67,103,110,118,1
11,307,68,117,111,111,1
11,307,69,103,87,78,1
11,307,70,81,85,91,1
11,307,71,81,78,80,1
11,307,72,70,61,53,1
11,307,188,50,51,49,1
11,307,189,48,53,59,1
11,307,190,51,51,60,1
11,307,191,62,55,45,1
11,307,192,50,61,63,1
11,307,193,75,89,91,1
11,307,194,90,92,95,1
11,307,195,97,110,131,1
11,307,196,130,118,107,1
11,307,197,90,79,70,1
11,307,198,72,77,76,1
11,307,199,73,72,72,1
11,307,200,68,66,61,1
11,307,201,57,48,37,1
11,307,316,51,48,43,1
11,307,317,42,49,52,1
11,307,318,52,49,57,1
11,307,319,59,51,45,1
11,307,320,51,63,72,1
11,307,321,82,91,94,1
11,307,322,88,88,93,1
11,307,323,95,108,126,1
11,307,324,132,124,104,1
11,307,325,86,76,66,1
11,307,326,62,70,69,1
11,307,327,68,72,72,1
11,307,328,73,75,77,1
11,307,329,75,59,50,1
11,308,60,53,51,44,1
11,308,61,46,50,52,1
11,308,62,61,53,54,1
11,308,63,56,53,47,1
11,308,64,50,65,81,1
11,308,65,96,98,95,1
11,308,66,90,90,87,1
11,308,67,84,99,112,1
11,308,68,118,118,104,1
11,308,69,84,74,63,1
11,308,70,59,70,77,1
11,308,71,74,72,70,1
11,308,72,64,69,80,1
11,308,73,76,63,53,1
11,308,74,51,43,33,1
11,308,186,48,55,49,1
11,308,188,46,52,51,1
11,308,189,51,58,59,1
11,308,190,66,66,60,1
11,308,191,58,60,53,1
11,308,192,53,70,80,1
11,308,193,90,92,92,1
11,308,194,88,84,77,1
11,308,195,74,82,91,1
11,308,196,98,102,102,1
11,308,197,89,77,69,1
11,308,198,62,61,65,1
11,308,199,72,79,67,1
11,308,200,62,75,82,1
11,308,201,85,76,64,1
11,308,202,64,55,37,1
11,308,316,51,60,56,1
11,308,317,55,62,63,1
11,308,318,67,77,68,1
11,308,319,62,62,58,1
11,308,320,53,64,75,1
11,308,321,83,93,96,1
11,308,322,86,84,81,1
11,308,323,76,77,83,1
11,308,324,98,102,97,1
11,308,325,93,80,74,1
11,308,326,67,58,58,1
11,308,327,65,73,63,1
11,308,328,59,68,79,1
11,308,329,106,99,71,1
11,308,330,60,50,39,1
11,309,59,49,51,52,1
11,309,60,56,63,66,1
11,309,61,64,64,73,1
11,309,62,73,76,75,1
11,309,63,72,67,59,1
11,309,64,54,58,64,1
11,309,65,77,92,95,1
11,309,66,91,101,99,1
11,309,67,88,89,91,1
11,309,68,100,105,101,1
11,309,69,103,93,83,1
11,309,70,73,66,59,1
11,309,71,60,65,61,1
11,309,72,55,64,80,1
11,309,73,97,91,73,1
11,309,74,64,52,44,1
11,309,187,45,50,51,1
11,309,188,53,60,69,1
11,309,189,73,75,82,1
11,309,190,79,79,77,1
11,309,191,75,72,65,1
11,309,192,61,65,73,1
11,309,193,77,92,102,1
11,309,194,101,110,106,1
11,309,195,105,110,97,1
11,309,196,98,108,107,1
11,309,197,108,95,78,1
11,309,198,73,70,63,1
11,309,199,62,59,54,1
11,309,200,57,67,77,1
11,309,201,84,88,82,1
11,309,202,77,61,44,1
11,309,316,53,63,75,1
11,309,317,84,80,86,1
11,309,318,87,89,85,1
11,309,319,87,79,66,1
11,309,320,61,67,80,1
11,309,321,80,96,112,1
11,309,322,106,109,118,1
11,309,323,112,111,107,1
11,309,324,100,103,98,1
11,309,325,99,92,74,1
11,309,326,70,66,62,1
11,309,327,64,57,53,1
11,309,328,55,61,64,1
11,309,329,78,92,93,1
11,309,330,93,66,43,1
11,310,59,47,53,55,1
11,310,60,59,70,77,1
11,310,61,82,84,88,1
11,310,62,84,85,87,1
11,310,63,90,79,70,1
11,310,64,67,74,85,1
11,310,65,89,92,114,1
11,310,66,119,117,131,1
11,310,67,118,116,116,1
11,310,68,115,112,104,1
11,310,69,100,96,82,1
11,310,70,73,66,64,1
11,310,71,63,57,55,1
11,310,72,53,57,63,1
11,310,73,73,86,92,1
11,310,74,94,70,54,1
11,310,187,51,52,62,1
11,310,188,75,75,80,1
11,310,189,85,91,92,1
11,310,190,85,92,94,1
11,310,191,84,76,73,1
11,310,192,68,78,88,1
11,310,193,93,90,104,1
11,310,194,122,125,137,1
11,310,195,129,122,117,1
11,310,196,117,113,105,1
11,310,197,103,99,86,1
11,310,198,78,77,76,1
11,310,199,68,64,58,1
11,310,200,52,56,67,1
11,310,201,82,89,98,1
11,310,202,96,79,60,1
11,310,203,51,37,29,1
11,310,314,51,50,47,1
11,310,315,56,66,77,1
11,310,316,83,76,81,1
11,310,317,91,89,92,1
11,310,318,92,95,92,1
11,310,319,84,83,78,1
11,310,320,64,72,92,1
11,310,321,106,104,105,1
11,310,322,123,132,141,1
11,310,323,137,121,118,1
11,310,324,111,104,104,1
11,310,325,106,101,85,1
11,310,326,83,89,83,1
11,310,327,71,70,67,1
11,310,328,59,63,76,1
11,310,329,87,92,100,1
11,310,330,99,89,69,1
11,310,331,57,41,29,1
11,311,57,42,47,52,1
11,311,59,55,73,88,1
11,311,60,94,90,91,1
11,311,61,100,97,94,1
11,311,62,100,100,92,1
11,311,63,88,96,95,1
11,311,64,70,68,82,1
11,311,65,103,110,118,1
11,311,66,129,128,143,1
11,311,67,151,127,114,1
11,311,68,115,115,119,1
11,311,69,108,104,91,1
11,311,70,80,80,84,1
11,311,71,80,71,73,1
11,311,72,78,73,72,1
11,311,73,78,86,95,1
11,311,74,98,86,77,1
11,311,75,64,43,28,1
11,311,185,41,47,54,1
11,311,186,47,50,57,1
11,311,187,59,71,85,1
11,311,188,100,99,93,1
11,311,189,94,99,98,1
11,311,190,98,98,92,1
11,311,191,88,95,88,1
11,311,192,70,73,80,1
11,311,193,95,102,115,1
11,311,194,126,120,126,1
11,311,195,133,125,115,1
11,311,196,118,123,127,1
11,311,197,119,101,91,1
11,311,198,89,89,95,1
11,311,199,90,80,82,1
11,311,200,90,77,78,1
11,311,201,89,90,91,1
11,311,202,85,71,73,1
11,311,203,64,44,29,1
11,311,314,55,57,59,1
11,311,315,62,79,95,1
11,311,316,96,97,97,1
11,311,317,93,100,105,1
11,311,318,98,96,97,1
11,311,319,90,91,79,1
11,311,320,70,72,80,1
11,311,321,90,98,111,1
11,311,322,121,122,118,1
11,311,323,111,114,114,1
11,311,324,113,120,131,1
11,311,325,131,99,97,1
11,311,326,112,110,105,1
11,311,327,101,97,93,1
11,311,328,91,80,90,1
11,311,329,94,94,100,1
11,311,330,83,71,72,1
11,311,331,62,44,33,1
11,312,57,46,49,51,1
11,312,58,59,58,61,1
11,312,59,68,84,96,1
11,312,60,87,95,103,1
11,312,61,96,99,97,1
11,312,62,92,92,100,1
11,312,63,91,86,78,1
11,312,64,71,68,79,1
11,312,65,84,95,104,1
11,312,66,108,111,105,1
11,312,67,103,106,110,1
11,312,68,117,114,115,1
11,312,69,122,102,100,1
11,312,70,120,128,118,1
11,312,71,111,105,95,1
11,312,72,85,81,93,1
11,312,73,96,98,102,1
11,312,74,92,91,89,1
11,312,75,72,48,36,1
11,312,185,47,49,52,1
11,312,186,59,61,63,1
11,312,187,69,88,102,1
11,312,188,98,105,109,1
11,312,189,107,109,96,1
11,312,190,90,95,101,1
11,312,191,92,95,83,1
11,312,192,73,76,86,1
11,312,193,87,90,99,1
11,312,194,99,101,94,1
11,312,195,103,115,104,1
11,312,196,106,102,99,1
11,312,197,109,107,107,1
11,312,198,122,136,133,1
11,312,199,125,110,101,1
11,312,200,92,86,93,1
11,312,201,98,97,97,1
11,312,202,96,95,88,1
11,312,203,68,50,40,1
11,312,313,47,49,54,1
11,312,314,60,60,65,1
11,312,315,67,80,93,1
11,312,316,97,112,117,1
11,312,317,109,111,109,1
11,312,318,100,99,101,1
11,312,319,96,104,87,1
11,312,320,75,78,86,1
11,312,321,91,94,104,1
11,312,322,104,108,108,1
11,312,323,111,116,95,1
11,312,324,86,83,85,1
11,312,325,92,97,102,1
11,312,326,113,126,131,1
11,312,327,125,117,116,1
11,312,328,118,111,112,1
11,312,329,112,101,96,1
11,312,330,88,82,81,1
11,312,331,67,48,41,1
11,313,57,48,53,59,1
11,313,58,64,66,67,1
11,313,59,67,71,80,1
11,313,60,86,101,107,1
11,313,61,109,113,118,1
11,313,62,113,100,99,1
11,313,63,105,102,92,1
11,313,64,79,75,84,1
11,313,65,84,95,112,1
11,313,66,108,107,106,1
11,313,67,103,101,92,1
11,313,68,79,75,79,1
11,313,69,81,84,88,1
11,313,70,109,119,124,1
11,313,71,120,123,129,1
11,313,72,136,140,145,1
11,313,73,126,108,106,1
11,313,74,89,81,71,1
11,313,75,60,47,38,1
11,313,184,45,53,53,1
11,313,185,53,56,62,1
11,313,186,62,57,61,1
11,313,187,66,72,84,1
11,313,188,93,96,100,1
11,313,189,109,110,112,1
11,313,190,115,110,107,1
11,313,191,112,106,104,1
11,313,192,88,71,76,1
11,313,193,81,94,107,1
11,313,194,97,93,98,1
11,313,195,102,93,94,1
11,313,196,89,81,79,1
11,313,197,74,75,78,1
11,313,198,92,105,113,1
11,313,199,115,123,137,1
11,313,200,143,153,174,1
11,313,201,151,126,114,1
11,313,202,99,81,62,1
11,313,203,52,44,38,1
11,313,312,46,52,54,1
11,313,313,56,58,61,1
11,313,314,63,56,55,1
11,313,315,57,64,80,1
11,313,316,93,94,105,1
11,313,317,108,109,115,1
11,313,318,114,115,119,1
11,313,319,115,106,103,1
11,313,320,86,73,80,1
11,313,321,84,89,99,1
11,313,322,95,95,96,1
11,313,323,102,102,98,1
11,313,324,95,88,74,1
11,313,325,70,70,71,1
11,313,326,82,100,112,1
11,313,327,113,122,141,1
11,313,328,147,153,157,1
11,313,329,136,118,114,1
11,313,330,96,78,58,1
11,314,56,47,50,55,1
11,314,57,60,60,60,1
11,314,58,64,61,60,1
11,314,59,65,68,74,1
11,314,60,86,92,101,1
11,314,61,106,103,108,1
11,314,62,113,115,121,1
11,314,63,120,115,102,1
11,314,64,80,73,77,1
11,314,65,78,87,96,1
11,314,66,98,102,92,1
11,314,67,90,94,86,1
11,314,68,82,82,72,1
11,314,69,70,67,68,1
11,314,70,82,97,103,1
11,314,71,110,119,130,1
11,314,72,136,138,125,1
11,314,73,109,98,95,1
11,314,74,82,72,63,1
11,314,184,49,48,53,1
11,314,185,59,65,70,1
11,314,186,72,74,75,1
11,314,187,80,85,84,1
11,314,188,82,87,88,1
11,314,189,92,95,104,1
11,314,190,106,112,113,1
11,314,191,108,100,100,1
11,314,192,87,75,76,1
11,314,193,77,81,98,1
11,314,194,106,102,87,1
11,314,195,76,78,74,1
11,314,196,74,71,71,1
11,314,197,73,71,70,1
11,314,198,77,89,97,1
11,314,199,107,120,118,1
11,314,200,115,120,107,1
11,314,201,91,90,75,1
11,314,202,72,67,60,1
11,314,312,50,50,55,1
11,314,313,58,68,79,1
11,314,314,78,81,92,1
11,314,315,85,81,88,1
11,314,316,87,88,81,1
11,314,317,85,89,97,1
11,314,318,105,111,105,1
11,314,319,100,99,102,1
11,314,320,91,76,81,1
11,314,321,81,75,94,1
11,314,322,114,107,97,1
11,314,323,84,84,76,1
11,314,324,72,69,70,1
11,314,325,72,78,76,1
11,314,326,72,77,85,1
11,314,327,94,111,108,1
11,314,328,103,107,95,1
11,314,329,85,85,72,1
11,314,330,71,64,53,1
11,315,56,49,52,56,1
11,315,57,56,66,75,1
11,315,58,79,86,93,1
11,315,59,90,81,86,1
11,315,60,96,87,75,1
11,315,61,83,86,90,1
11,315,62,101,103,99,1
11,315,63,97,98,94,1
11,315,64,83,76,74,1
11,315,65,78,76,78,1
11,315,66,104,107,93,1
11,315,67,92,85,71,1
11,315,68,68,69,65,1
11,315,69,73,77,72,1
11,315,70,77,79,81,1
11,315,71,85,101,113,1
11,315,72,107,101,91,1
11,315,73,85,83,83,1
11,315,74,75,63,55,1
11,315,75,51,42,34,1
11,315,184,52,56,61,1
11,315,185,65,71,71,1
11,315,186,77,89,92,1
11,315,187,95,89,94,1
11,315,188,92,74,67,1
11,315,189,70,77,82,1
11,315,190,83,84,87,1
11,315,191,87,84,85,1
11,315,192,87,81,72,1
11,315,193,76,73,71,1
11,315,194,90,97,97,1
11,315,195,102,88,77,1
11,315,196,74,66,59,1
11,315,197,67,71,73,1
11,315,198,76,76,86,1
11,315,199,94,95,116,1
11,315,200,118,109,96,1
11,315,201,85,81,82,1
11,315,202,72,60,55,1
11,315,311,39,44,52,1
11,315,312,54,58,60,1
11,315,313,67,72,70,1
11,315,314,68,72,86,1
11,315,315,88,83,91,1
11,315,316,88,75,65,1
11,315,317,63,72,79,1
11,315,318,79,85,87,1
11,315,319,81,82,91,1
11,315,320,89,82,71,1
11,315,321,70,65,71,1
11,315,322,83,92,101,1
11,315,323,101,93,89,1
11,315,324,86,76,65,1
11,315,325,67,76,83,1
11,315,326,76,75,81,1
11,315,327,89,95,104,1
11,315,328,111,120,105,1
11,315,329,85,78,76,1
11,315,330,66,56,48,1
11,316,55,44,44,52,1
11,316,56,54,60,64,1
11,316,57,64,70,66,1
11,316,58,61,65,78,1
11,316,59,78,75,84,1
11,316,60,86,75,67,1
11,316,61,67,70,72,1
11,316,62,76,78,81,1
11,316,63,79,82,91,1
11,316,64,81,73,69,1
11,316,65,67,67,73,1
11,316,66,82,88,97,1
11,316,67,101,95,100,1
11,316,68,104,94,84,1
11,316,69,82,80,80,1
11,316,70,75,76,79,1
11,316,71,79,98,109,1
11,316,72,105,117,111,1
11,316,73,94,77,73,1
11,316,74,61,51,44,1
11,316,184,55,71,73,1
11,316,185,73,81,71,1
11,316,186,66,73,79,1
11,316,187,81,80,81,1
11,316,188,83,75,67,1
11,316,189,67,69,70,1
11,316,190,78,75,72,1
11,316,191,74,77,90,1
11,316,192,85,67,64,1
11,316,193,64,68,76,1
11,316,194,85,92,101,1
11,316,195,111,103,108,1
11,316,196,113,104,98,1
11,316,197,96,86,79,1
11,316,198,72,77,82,1
11,316,199,81,97,116,1
11,316,200,113,110,111,1
11,316,201,105,79,70,1
11,316,202,61,48,41,1
11,316,312,56,71,73,1
11,316,313,77,81,72,1
11,316,314,70,78,80,1
11,316,315,80,85,81,1
11,316,316,80,79,65,1
11,316,317,63,73,76,1
11,316,318,86,83,76,1
11,316,319,74,71,83,1
11,316,320,83,73,69,1
11,316,321,61,59,64,1
11,316,322,78,90,92,1
11,316,323,102,102,107,1
11,316,324,116,117,112,1
11,316,325,106,102,96,1
11,316,326,86,89,96,1
11,316,327,90,93,105,1
11,316,328,99,97,106,1
11,316,329,103,81,63,1
11,317,56,61,68,75,1
11,317,57,77,76,70,1
11,317,58,70,77,88,1
11,317,59,89,86,80,1
11,317,60,81,85,70,1
11,317,61,60,65,76,1
11,317,62,87,83,82,1
11,317,63,80,75,84,1
11,317,64,90,86,78,1
11,317,65,61,53,54,1
11,317,66,66,76,82,1
11,317,67,91,94,105,1
11,317,68,119,125,126,1
11,317,69,118,110,105,1
11,317,70,98,103,100,1
11,317,71,98,103,101,1
11,317,72,85,83,91,1
11,317,73,84,72,54,1
11,317,183,41,48,55,1
11,317,184,70,72,80,1
11,317,185,82,72,65,1
11,317,186,72,79,90,1
11,317,187,97,95,91,1
11,317,188,85,78,66,1
11,317,189,60,62,80,1
11,317,190,89,87,89,1
11,317,191,84,78,86,1
11,317,192,91,84,80,1
11,317,193,70,57,53,1
11,317,194,60,68,86,1
11,317,195,87,93,109,1
11,317,196,114,125,128,1
11,317,197,133,122,120,1
11,317,198,112,110,107,1
11,317,199,99,103,96,1
11,317,200,80,81,86,1
11,317,201,80,69,53,1
11,317,311,39,48,57,1
11,317,312,67,74,80,1
11,317,313,81,73,64,1
11,317,314,76,83,92,1
11,317,315,107,107,103,1
11,317,316,90,72,64,1
11,317,317,61,66,82,1
11,317,318,89,87,86,1
11,317,319,77,77,84,1
11,317,320,91,86,79,1
11,317,321,65,54,53,1
11,317,322,56,59,74,1
11,317,323,80,88,105,1
11,317,324,119,127,127,1
11,317,325,133,121,119,1
11,317,326,113,111,105,1
11,317,327,96,100,98,1
11,317,328,84,79,78,1
11,317,329,80,73,54,1
11,318,55,43,53,54,1
11,318,56,63,78,86,1
11,318,57,87,79,73,1
11,318,58,87,91,96,1
11,318,59,109,109,104,1
11,318,60,96,85,72,1
11,318,61,69,73,84,1
11,318,62,98,97,89,1
11,318,63,86,94,88,1
11,318,64,94,93,83,1
11,318,65,63,54,54,1
11,318,66,52,59,73,1
11,318,67,90,85,92,1
11,318,68,109,111,113,1
11,318,69,122,122,115,1
11,318,70,106,107,96,1
11,318,71,96,99,93,1
11,318,72,85,76,73,1
11,318,73,70,64,48,1
11,318,183,48,55,60,1
11,318,184,74,86,95,1
11,318,185,91,86,76,1
11,318,186,80,91,99,1
11,318,187,96,98,98,1
11,318,188,99,97,84,1
11,318,189,83,87,95,1
11,318,190,103,102,94,1
11,318,191,91,98,96,1
11,318,192,98,94,81,1
11,318,193,67,57,51,1
11,318,194,53,60,69,1
11,318,195,80,77,88,1
11,318,196,104,102,100,1
11,318,197,96,105,99,1
11,318,198,91,93,90,1
11,318,199,94,93,87,1
11,318,200,83,76,74,1
11,318,201,66,56,43,1
11,318,311,44,51,63,1
11,318,312,83,90,92,1
11,318,313,92,89,79,1
11,318,314,80,85,100,1
11,318,315,99,102,98,1
11,318,316,92,94,86,1
11,318,317,85,92,99,1
11,318,318,95,98,97,1
11,318,319,90,96,101,1
11,318,320,103,97,82,1
11,318,321,70,58,47,1
11,318,322,45,50,62,1
11,318,323,72,77,90,1
11,318,324,98,98,93,1
11,318,325,89,90,86,1
11,318,326,84,84,91,1
11,318,327,91,91,86,1
11,318,328,76,72,70,1
11,318,329,60,43,35,1
11,319,55,43,51,66,1
11,319,56,85,93,96,1
11,319,57,104,98,84,1
11,319,58,81,80,85,1
11,319,59,90,96,90,1
11,319,60,90,98,92,1
11,319,61,91,101,105,1
11,319,62,99,98,97,1
11,319,63,101,105,99,1
11,319,64,98,94,88,1
11,319,65,75,57,42,1
11,319,66,36,45,63,1
11,319,67,71,78,89,1
11,319,68,90,94,89,1
11,319,69,85,83,84,1
11,319,70,82,79,90,1
11,319,71,92,90,85,1
11,319,72,72,67,66,1
11,319,73,53,38,32,1
11,319,183,53,55,63,1
11,319,184,77,87,95,1
11,319,185,103,98,92,1
11,319,186,82,84,75,1
11,319,187,70,75,73,1
11,319,188,78,86,87,1
11,319,189,92,103,111,1
11,319,190,114,112,106,1
11,319,191,106,111,106,1
11,319,192,104,101,87,1
11,319,193,71,56,40,1
11,319,194,35,43,58,1
11,319,195,67,76,89,1
11,319,196,89,102,96,1
11,319,197,87,82,76,1
11,319,198,73,76,86,1
11,319,199,85,85,81,1
11,319,200,69,60,53,1
11,319,311,51,58,64,1
11,319,312,74,84,91,1
11,319,313,101,97,91,1
11,319,314,81,83,74,1
11,319,315,62,66,73,1
11,319,316,80,79,84,1
11,319,317,92,107,113,1
11,319,318,115,117,117,1
11,319,319,110,117,114,1
11,319,320,113,109,81,1
11,319,321,64,56,43,1
11,319,323,56,70,80,1
11,319,324,86,100,100,1
11,319,325,91,83,76,1
11,319,326,77,85,88,1
11,319,327,83,78,69,1
11,319,328,60,57,47,1
11,320,55,48,53,65,1
11,320,56,75,86,92,1
11,320,57,97,105,95,1
11,320,58,82,79,74,1
11,320,59,63,65,64,1
11,320,60,72,78,80,1
11,320,61,94,109,110,1
11,320,62,110,112,120,1
11,320,63,126,139,127,1
11,320,64,114,106,80,1
11,320,65,61,52,41,1
11,320,67,50,60,72,1
11,320,68,76,75,87,1
11,320,69,94,87,82,1
11,320,70,83,85,86,1
11,320,71,81,73,63,1
11,320,72,57,53,42,1
11,320,183,41,46,58,1
11,320,184,71,85,91,1
11,320,185,98,102,92,1
11,320,186,81,73,74,1
11,320,187,67,60,57,1
11,320,188,63,74,78,1
11,320,189,82,88,99,1
11,320,190,104,107,113,1
11,320,191,115,126,122,1
11,320,192,118,98,78,1
11,320,193,59,49,42,1
11,320,195,40,48,59,1
11,320,196,60,61,79,1
11,320,197,90,91,88,1
11,320,198,85,76,75,1
11,320,199,68,62,58,1
11,320,200,57,51,40,1
11,320,311,37,45,51,1
11,320,312,63,78,91,1
11,320,313,95,89,82,1
11,320,314,75,69,70,1
11,320,315,71,62,60,1
11,320,316,67,74,71,1
11,320,317,74,76,90,1
11,320,318,91,94,107,1
11,320,319,99,99,100,1
11,320,320,97,84,73,1
11,320,321,63,52,44,1
11,320,323,37,43,52,1
11,320,324,57,67,77,1
11,320,325,81,84,91,1
11,320,326,88,74,68,1
11,320,327,59,50,50,1
11,320,328,52,43,35,1
11,321,56,59,75,84,1
11,321,57,88,90,83,1
11,321,58,74,71,73,1
11,321,59,71,68,63,1
11,321,60,66,65,63,1
11,321,61,72,75,87,1
11,321,62,89,91,92,1
11,321,63,89,89,88,1
11,321,64,84,69,61,1
11,321,65,58,49,47,1
11,321,68,52,61,70,1
11,321,69,78,78,73,1
11,321,70,72,73,68,1
11,321,71,58,45,44,1
11,321,183,37,42,51,1
11,321,184,57,73,83,1
11,321,185,81,87,85,1
11,321,186,73,73,71,1
11,321,187,64,65,64,1
11,321,188,60,58,61,1
11,321,189,71,75,84,1
11,321,190,86,93,96,1
11,321,191,90,85,82,1
11,321,192,77,65,61,1
11,321,193,57,45,40,1
11,321,196,45,49,61,1
11,321,197,69,68,63,1
11,321,198,62,66,64,1
11,321,199,56,43,40,1
11,321,312,57,67,81,1
11,321,313,78,80,91,1
11,321,314,75,68,66,1
11,321,315,62,63,63,1
11,321,316,60,66,73,1
11,321,317,79,73,77,1
11,321,318,79,85,97,1
11,321,319,85,79,68,1
11,321,320,64,64,59,1
11,321,321,58,48,38,1
11,321,324,38,45,53,1
11,321,325,52,49,51,1
11,321,326,53,51,49,1
11,322,56,55,65,73,1
11,322,57,82,87,87,1
11,322,58,84,72,65,1
11,322,59,64,63,66,1
11,322,60,64,67,76,1
11,322,61,81,75,74,1
11,322,62,78,87,96,1
11,322,63,88,77,60,1
11,322,64,63,72,60,1
11,322,65,56,44,38,1
11,322,184,47,59,68,1
11,322,185,77,84,83,1
11,322,186,87,75,65,1
11,322,187,64,62,70,1
11,322,188,71,67,68,1
11,322,189,67,73,76,1
11,322,190,84,92,97,1
11,322,191,96,80,66,1
11,322,192,67,70,59,1
11,322,193,54,47,40,1
11,322,312,44,50,58,1
11,322,313,67,77,84,1
11,322,314,87,84,73,1
11,322,315,70,69,74,1
11,322,316,83,81,71,1
11,322,317,65,75,80,1
11,322,318,87,90,90,1
11,322,319,95,86,71,1
11,322,320,65,62,58,1
11,322,321,54,44,39,1
11,323,56,46,47,56,1
11,323,57,71,77,78,1
11,323,58,80,83,81,1
11,323,59,81,86,85,1
11,323,60,89,90,83,1
11,323,61,72,77,85,1
11,323,62,91,88,91,1
11,323,63,92,84,67,1
11,323,64,61,60,56,1
11,323,184,45,49,56,1
11,323,185,70,82,80,1
11,323,186,85,86,79,1
11,323,187,81,83,92,1
11,323,188,93,85,84,1
11,323,189,81,79,78,1
11,323,190,81,84,97,1
11,323,191,101,94,73,1
11,323,192,59,60,58,1
11,323,312,45,49,55,1
11,323,313,63,72,78,1
11,323,314,89,87,79,1
11,323,315,82,79,79,1
11,323,316,90,88,86,1
11,323,317,88,75,72,1
11,323,318,80,88,98,1
11,323,319,101,92,72,1
11,323,320,61,55,48,1
11,324,57,54,60,66,1
11,324,58,80,86,94,1
11,324,59,99,89,82,1
11,324,60,82,84,80,1
11,324,61,81,71,71,1
11,324,62,87,94,95,1
11,324,63,91,78,67,1
11,324,64,65,53,42,1
11,324,185,45,55,64,1
11,324,186,75,78,85,1
11,324,187,96,88,82,1
11,324,188,82,84,77,1
11,324,189,77,79,84,1
11,324,190,86,89,86,1
11,324,191,84,76,66,1
11,324,192,63,51,40,1
11,324,313,45,51,63,1
11,324,314,73,74,77,1
11,324,315,90,98,90,1
11,324,316,83,85,82,1
11,324,317,87,84,84,1
11,324,318,82,86,78,1
11,324,319,79,79,64,1
11,324,320,59,46,36,1
11,325,57,53,55,63,1
11,325,58,67,71,76,1
11,325,59,86,100,90,1
11,325,60,85,92,95,1
11,325,61,101,94,87,1
11,325,62,80,81,77,1
11,325,63,75,74,60,1
11,325,185,47,48,55,1
11,325,186,60,65,78,1
11,325,187,80,86,80,1
11,325,188,79,88,89,1
11,325,189,99,107,100,1
11,325,190,83,85,79,1
11,325,191,74,71,62,1
11,325,313,40,45,52,1
11,325,314,61,68,76,1
11,325,315,75,78,77,1
11,325,316,83,95,88,1
